Date,AAPL,AMD,AMZN,GOOGL,INTC,META,MSFT,MU,NVDA,TSLA
2019-12-31,73.4124984741211,45.86000061035156,92.39199829101562,66.96949768066406,59.84999847412109,205.25,157.6999969482422,53.77999877929688,58.82500076293945,27.8886661529541
2020-01-02,75.0875015258789,49.09999847412109,94.90049743652344,68.43399810791016,60.84000015258789,209.77999877929688,160.6199951171875,55.38999938964844,59.977500915527344,28.68400001525879
2020-01-03,74.35749816894531,48.59999847412109,93.74849700927734,68.07599639892578,60.09999847412109,208.6699981689453,158.6199951171875,54.52999877929688,59.01750183105469,29.53400039672852
2020-01-06,74.94999694824219,48.38999938964844,95.1439971923828,69.8905029296875,59.93000030517578,212.6000061035156,159.02999877929688,53.56999969482422,59.26499938964844,30.1026668548584
2020-01-07,74.59750366210938,48.25,95.34300231933594,69.75550079345703,58.93000030517578,213.05999755859372,157.5800018310547,58.27000045776367,59.98249816894531,31.270666122436523
2020-01-08,75.79750061035156,47.83000183105469,94.59850311279295,70.25199890136719,58.970001220703125,215.22000122070312,160.08999633789062,57.52000045776367,60.095001220703125,32.80933380126953
2020-01-09,77.40750122070312,48.970001220703125,95.05249786376952,70.989501953125,59.29999923706055,218.3000030517578,162.08999633789062,57.310001373291016,60.755001068115234,32.089332580566406
2020-01-10,77.5824966430664,48.16999816894531,94.15799713134766,71.447998046875,58.93999862670898,218.05999755859372,161.33999633789062,56.66999816894531,61.08000183105469,31.87666702270508
2020-01-13,79.23999786376953,48.75,94.56500244140624,72.00150299072266,59.59000015258789,221.91000366210935,163.27999877929688,57.45000076293945,62.994998931884766,34.990665435791016
2020-01-14,78.16999816894531,48.209999084472656,93.47200012207033,71.52950286865234,59.43000030517578,219.05999755859372,162.1300048828125,57.52000045776367,61.81999969482422,35.861331939697266
2020-01-15,77.83499908447266,48.54999923706055,93.10099792480467,71.95999908447266,58.93999862670898,221.1499938964844,163.17999267578125,56.16999816894531,61.39250183105469,34.56666564941406
2020-01-16,78.80999755859375,49.77000045776367,93.89700317382812,72.50800323486328,59.65999984741211,221.7700042724609,166.1699981689453,57.68000030517578,62.23249816894531,34.232666015625
2020-01-17,79.68250274658203,50.93000030517578,93.23600006103516,73.97599792480469,59.59999847412109,222.13999938964844,167.10000610351562,57.65999984741211,62.31999969482422,34.03333282470703
2020-01-21,79.14250183105469,51.04999923706055,94.5999984741211,74.11250305175781,60.54999923706055,221.44000244140625,166.5,58.970001220703125,61.98500061035156,36.47999954223633
2020-01-22,79.42500305175781,51.43000030517578,94.3730010986328,74.19349670410156,62.72999954223633,221.32000732421875,165.6999969482422,59.16999816894531,62.52750015258789,37.97066879272461
2020-01-23,79.80750274658203,51.709999084472656,94.22899627685548,74.2344970703125,63.31999969482422,219.75999450683597,166.72000122070312,59.20000076293945,63.21500015258789,38.14666748046875
2020-01-24,79.57749938964844,50.34999847412109,93.08200073242188,73.30850219726562,68.47000122070312,217.94000244140625,165.0399932861328,57.7599983215332,62.619998931884766,37.654666900634766
2020-01-27,77.23750305175781,49.2599983215332,91.41699981689452,71.58650207519531,65.69000244140625,214.8699951171875,162.27999877929688,55.40999984741211,60.04999923706055,37.20133209228516
2020-01-28,79.42250061035156,50.52999877929688,92.6624984741211,72.5250015258789,67.30999755859375,217.7899932861328,165.4600067138672,56.470001220703125,61.99250030517578,37.79333114624024
2020-01-29,81.08499908447266,47.5099983215332,92.9000015258789,72.83499908447266,66.33000183105469,223.22999572753903,168.0399932861328,55.29999923706055,61.3849983215332,38.732666015625
2020-01-30,80.96749877929688,48.77999877929688,93.53399658203124,72.7125015258789,66.47000122070312,209.52999877929688,172.77999877929688,55.02999877929688,61.45249938964844,42.72066879272461
2020-01-31,77.37750244140625,47.0,100.43599700927734,71.63899993896484,63.93000030517578,201.91000366210935,170.22999572753906,53.09000015258789,59.10749816894531,43.37133407592773
2020-02-03,77.16500091552734,48.02000045776367,100.20999908447266,74.12999725341797,64.41999816894531,204.19000244140625,174.3800048828125,53.77999877929688,60.08250045776367,52.0
2020-02-04,79.7125015258789,49.45000076293945,102.4834976196289,72.27050018310547,65.45999908447266,209.8300018310547,180.1199951171875,55.5,61.782501220703125,59.137332916259766
2020-02-05,80.36250305175781,49.84000015258789,101.99349975585938,72.30249786376953,67.33999633789062,210.1100006103516,179.89999389648438,56.77000045776367,62.68999862670898,48.97999954223633
2020-02-06,81.30249786376953,49.31999969482422,102.5114974975586,73.79850006103516,67.08999633789062,210.8500061035156,183.6300048828125,58.68000030517578,63.5625,49.93066787719727
2020-02-07,80.00749969482422,49.72999954223633,103.96399688720705,73.95549774169922,66.0199966430664,212.3300018310547,183.88999938964844,56.880001068115234,62.897499084472656,49.87133407592773
2020-02-10,80.38749694824219,52.2599983215332,106.69550323486328,75.43299865722656,66.38999938964844,213.05999755859372,188.6999969482422,57.33000183105469,65.74250030517578,51.41866683959961
2020-02-11,79.90249633789062,53.79999923706055,107.54000091552734,75.50299835205078,67.41000366210938,207.19000244140625,184.44000244140625,57.25,66.97250366210938,51.62533187866211
2020-02-12,81.80000305175781,53.88999938964844,108.0,75.93150329589844,67.45999908447266,210.75999450683597,184.7100067138672,59.27000045776367,68.13500213623047,51.15266799926758
2020-02-13,81.21749877929688,54.52999877929688,107.49349975585938,75.66950225830078,67.44000244140625,213.13999938964844,183.7100067138672,59.33000183105469,67.69499969482422,53.59999847412109
2020-02-14,81.23750305175781,55.310001373291016,106.74349975585938,75.9365005493164,67.2699966430664,214.17999267578125,185.3500061035156,58.5,72.44750213623047,53.33533477783203
2020-02-18,79.75,56.88999938964844,107.78350067138672,75.97200012207031,66.13999938964844,217.8000030517578,187.22999572753903,57.75,74.14250183105469,57.22666549682617
2020-02-19,80.90499877929688,58.900001525878906,108.51100158691406,76.24349975585938,67.11000061035156,217.4900054931641,187.27999877929688,59.9900016784668,78.67500305175781,61.16133117675781
2020-02-20,80.07499694824219,57.27000045776367,107.65499877929688,75.84950256347656,65.44999694824219,214.5800018310547,184.4199981689453,59.0,77.17500305175781,59.96066665649414
2020-02-21,78.26249694824219,53.27999877929688,104.79850006103516,74.1729965209961,64.33999633789062,210.17999267578125,178.58999633789062,56.9900016784668,73.51750183105469,60.06666564941406
2020-02-24,74.54499816894531,49.119998931884766,100.4645004272461,70.99299621582031,61.7599983215332,200.72000122070312,170.88999938964844,55.0099983215332,68.31999969482422,55.58599853515625
2020-02-25,72.0199966430664,47.56999969482422,98.63700103759766,69.31600189208984,59.72999954223633,196.7700042724609,168.07000732421875,52.09999847412109,65.51249694824219,53.32733154296875
2020-02-26,73.1624984741211,47.4900016784668,98.97949981689452,69.52349853515625,59.650001525878906,197.1999969482422,170.1699981689453,52.369998931884766,66.9124984741211,51.91999816894531
2020-02-27,68.37999725341797,44.0099983215332,94.21499633789062,65.74749755859375,55.83000183105469,189.75,158.17999267578125,50.58000183105469,63.150001525878906,45.26666641235352
2020-02-28,68.33999633789062,45.47999954223633,94.1875,66.9625015258789,55.52000045776367,192.47000122070312,162.00999450683594,52.560001373291016,67.51750183105469,44.53266525268555
2020-03-02,74.70249938964844,47.459999084472656,97.69750213623048,69.31600189208984,58.18000030517578,196.44000244140625,172.7899932861328,54.59000015258789,69.10749816894531,49.574668884277344
2020-03-03,72.33000183105469,46.75,95.44950103759766,66.88600158691406,55.970001220703125,185.88999938964844,164.50999450683594,51.79999923706055,66.47250366210938,49.70066833496094
2020-03-04,75.68499755859375,50.11000061035156,98.79149627685548,69.08000183105469,58.68000030517578,191.75999450683597,170.5500030517578,55.290000915527344,71.12750244140625,49.96666717529297
2020-03-05,73.2300033569336,48.11000061035156,96.20149993896484,65.73799896240234,56.959999084472656,185.1699981689453,166.27000427246094,53.720001220703125,68.32250213623047,48.30266571044922
2020-03-06,72.25749969482422,48.59000015258789,95.05449676513672,64.78700256347656,55.77000045776367,181.08999633789065,161.57000732421875,51.470001220703125,66.51000213623047,46.89866638183594
2020-03-09,66.5425033569336,43.27000045776367,90.03050231933594,60.78950119018555,50.84999847412109,169.5,150.6199951171875,45.970001220703125,61.36000061035156,40.53333282470703
2020-03-10,71.33499908447266,45.380001068115234,94.59100341796876,63.75849914550781,53.97999954223633,178.19000244140625,160.9199981689453,47.86000061035156,65.2699966430664,43.02199935913086
2020-03-11,68.85749816894531,45.70000076293945,91.04299926757812,60.54499816894531,51.65999984741211,170.24000549316406,153.6300048828125,43.720001220703125,61.61750030517578,42.28200149536133
2020-03-12,62.057498931884766,39.0099983215332,83.83049774169922,55.57749938964844,45.540000915527344,154.47000122070312,139.05999755859375,38.810001373291016,54.07749938964844,37.369998931884766
2020-03-13,69.49250030517578,43.900001525878906,89.25,60.7135009765625,54.43000030517578,170.27999877929688,158.8300018310547,42.9900016784668,60.209999084472656,36.44133377075195
2020-03-16,60.5525016784668,38.709999084472656,84.4574966430664,53.650001525878906,44.61000061035156,146.00999450683594,135.4199981689453,34.470001220703125,49.09999847412109,29.67133331298828
2020-03-17,63.21500015258789,41.880001068115234,90.39199829101562,55.90299987792969,50.08000183105469,149.4199981689453,146.57000732421875,37.380001068115234,54.317501068115234,28.68000030517578
2020-03-18,61.66749954223633,39.119998931884766,91.5,54.55950164794922,47.61000061035156,146.9600067138672,140.39999389648438,34.689998626708984,50.70500183105469,24.08133316040039
2020-03-19,61.19499969482422,39.81999969482422,94.04650115966795,55.58349990844727,45.93999862670898,153.1300048828125,142.7100067138672,36.290000915527344,53.24250030517578,28.50933265686035
2020-03-20,57.310001373291016,39.61000061035156,92.30449676513672,53.41049957275391,45.83000183105469,149.72999572753906,137.35000610351562,36.11000061035156,51.4375,28.50200080871582
2020-03-23,56.09249877929688,41.63999938964844,95.1415023803711,52.70650100708008,49.58000183105469,148.10000610351562,135.97999572753906,38.25,53.17250061035156,28.952667236328125
2020-03-24,61.720001220703125,46.220001220703125,97.00499725341795,56.5004997253418,52.400001525878906,160.97999572753906,148.33999633789062,43.27000045776367,62.29499816894531,33.66666793823242
2020-03-25,61.380001068115234,44.630001068115234,94.29199981689452,55.08100128173828,51.2599983215332,156.2100067138672,146.9199981689453,42.5,61.40499877929688,35.95000076293945
2020-03-26,64.61000061035156,47.5,97.77449798583984,58.14599990844727,55.540000915527344,163.33999633789062,156.11000061035156,44.790000915527344,64.30999755859375,35.21066665649414
2020-03-27,61.935001373291016,46.58000183105469,95.00499725341795,55.51300048828125,52.369998931884766,156.7899932861328,149.6999969482422,43.47999954223633,63.182498931884766,34.29066848754883
2020-03-30,63.70249938964844,47.86000061035156,98.19750213623048,57.31549835205078,55.4900016784668,165.9499969482422,160.22999572753906,44.52000045776367,66.39749908447266,33.47533416748047
2020-03-31,63.5724983215332,45.47999954223633,97.48600006103516,58.09749984741211,54.119998931884766,166.8000030517578,157.7100067138672,42.060001373291016,65.9000015258789,34.93333435058594
2020-04-01,60.227500915527344,43.65999984741211,95.38500213623048,55.10499954223633,51.880001068115234,159.60000610351562,152.11000061035156,39.88999938964844,60.76750183105469,32.104000091552734
2020-04-02,61.23249816894531,44.4900016784668,95.94149780273438,55.85150146484375,54.34999847412109,158.19000244140625,155.25999450683594,41.09000015258789,63.86750030517578,30.29800033569336
2020-04-03,60.352500915527344,42.59000015258789,95.32949829101562,54.6349983215332,54.130001068115234,154.17999267578125,153.8300018310547,41.220001220703125,60.977500915527344,32.000667572021484
2020-04-06,65.61750030517578,47.52000045776367,99.87950134277344,59.15950012207031,58.43000030517578,165.5500030517578,165.27000427246094,46.369998931884766,67.0999984741211,34.41600036621094
2020-04-07,64.85749816894531,47.560001373291016,100.58000183105467,59.12799835205078,58.400001525878906,168.8300018310547,163.49000549316406,46.540000915527344,64.75749969482422,36.36333465576172
2020-04-08,66.51750183105469,48.790000915527344,102.1500015258789,60.34999847412109,58.97999954223633,174.27999877929688,165.1300048828125,48.290000915527344,66.73750305175781,36.589332580566406
2020-04-09,66.99749755859375,48.380001068115234,102.13800048828124,60.32849884033203,57.13999938964844,175.19000244140625,165.13999938964844,46.130001068115234,65.73750305175781,38.20000076293945
2020-04-13,68.3125,50.93999862670898,108.44349670410156,60.52050018310547,58.70000076293945,174.7899932861328,165.50999450683594,46.16999816894531,67.4625015258789,43.39666748046875
2020-04-14,71.76249694824219,54.93000030517578,114.16600036621094,63.26150131225586,60.65999984741211,178.1699981689453,173.6999969482422,47.619998931884766,70.98750305175781,47.32600021362305
2020-04-15,71.10749816894531,54.9900016784668,115.38400268554688,62.8650016784668,58.869998931884766,176.97000122070312,171.8800048828125,46.43000030517578,70.20999908447266,48.65533447265625
2020-04-16,71.67250061035156,56.95000076293945,120.40950012207033,62.87149810791016,60.790000915527344,176.25,177.0399932861328,45.52999877929688,73.67500305175781,49.68066787719727
2020-04-17,70.69999694824219,56.59999847412109,118.75,63.95000076293945,60.36000061035156,179.24000549316406,178.60000610351562,45.70000076293945,73.08000183105469,50.25933456420898
2020-04-20,69.23249816894531,56.970001220703125,119.68049621582033,63.057498931884766,59.18000030517578,178.24000549316406,175.05999755859375,43.400001525878906,71.76249694824219,49.75733184814453
